endpoint,panel,mode,split,fold,n_train,n_test,n_positive_test,n_scaffolds_test,roc_auc,pr_auc,mcc,f1,balanced_acc,n_total,n_positive,n_decoy,n_measured_inactive_train
RIPK1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,1,5364,596,149,,0.9999849856613066,0.9999552572706936,0.9910512741843184,0.9932432432432432,0.9932885906040269,5960,1490,4111,359
RIPK1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,2,5364,596,149,,0.9966067594552798,0.9940527725102613,0.9641941348454313,0.9724137931034482,0.9731543624161074,5960,1490,4111,359
RIPK1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,3,5364,596,149,,0.9988589102592976,0.997593317166729,0.9865765724632495,0.9898305084745763,0.9899328859060403,5960,1490,4111,359
RIPK1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,4,5364,596,149,,0.9978979925829167,0.9956397047363958,0.9685737130918637,0.9761092150170648,0.9787472035794182,5960,1490,4111,359
RIPK1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,5,5364,596,149,,0.997177304325631,0.9943012681593008,0.9641941348454313,0.9724137931034482,0.9731543624161074,5960,1490,4111,359
RIPK1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,6,5364,596,149,,0.9960362145849286,0.9939788643236953,0.9821014619663552,0.9863945578231292,0.9865771812080537,5960,1490,4111,359
RIPK1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,7,5364,596,149,,0.9990090536462322,0.9978492404766115,0.9597148699373931,0.9688581314878892,0.9697986577181208,5960,1490,4111,359
RIPK1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,8,5364,596,149,,0.9996997132261309,0.9991778541701725,0.9821014619663552,0.9863945578231292,0.9865771812080537,5960,1490,4111,359
RIPK1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,9,5364,596,149,,0.9964566160683453,0.9935824791332897,0.9775667407512564,0.9830508474576272,0.9854586129753915,5960,1490,4111,359
RIPK1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,10,5364,596,149,,0.9985285948080417,0.9973371735999783,0.9641941348454313,0.9724137931034482,0.9731543624161074,5960,1490,4111,359
RIPK1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,1,5364,596,172,396.0,0.9986150724001756,0.9975090643823209,0.9714535549312988,0.9792284866468842,0.9796511627906976,5960,1490,4111,359
RIPK1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,2,5364,596,172,399.0,0.998450526546731,0.9973280060175069,0.922704326809289,0.9415384615384615,0.9447674418604651,5960,1490,4111,359
RIPK1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,3,5364,596,120,401.0,0.9998599439775909,0.9994712379702536,0.9580742852661032,0.9655172413793104,0.9666666666666667,5960,1490,4111,359
RIPK1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,4,5364,596,154,403.0,0.9995004995004996,0.998599445326271,0.9255602933692957,0.9415807560137457,0.9448051948051948,5960,1490,4111,359
RIPK1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,5,5364,596,151,403.0,0.9969491777662028,0.9946161580607439,0.9822612888062464,0.9865771812080537,0.9867549668874172,5960,1490,4111,359
RIPK1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,6,5364,596,147,403.0,0.9927124524642819,0.9896455470734306,0.9548132650168433,0.9647887323943662,0.9659863945578231,5960,1490,4111,359
RIPK1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,7,5364,596,99,403.0,0.9932524439566693,0.9844634239238742,0.9323543166325394,0.9417989417989417,0.9484889132776457,5960,1490,4111,359
RIPK1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,8,5364,596,189,404.0,0.9995839995839996,0.9992338815868227,0.9499439720386659,0.9643835616438357,0.9656084656084656,5960,1490,4111,359
RIPK1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,9,5364,596,141,404.0,0.9956979191021744,0.9919885151481554,0.9254238649287716,0.9398496240601504,0.9432624113475176,5960,1490,4111,359
RIPK1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,10,5364,596,145,404.0,0.9930575732089609,0.9865917510643695,0.9496293865058407,0.9608540925266904,0.9644085939291995,5960,1490,4111,359
SERT,Binder classifier,hybrid_decoys_plus_measured_inactives,random,1,10695,1189,298,,0.9988400033142762,0.9966991287786099,0.9663237623330814,0.9747048903878583,0.981532325492057,11884,2971,8841,72
SERT,Binder classifier,hybrid_decoys_plus_measured_inactives,random,2,10695,1189,297,,0.9971086047319231,0.9922751618576773,0.9528245897075166,0.9645868465430016,0.9758761003155622,11884,2971,8841,72
SERT,Binder classifier,hybrid_decoys_plus_measured_inactives,random,3,10695,1189,297,,0.9981655116184265,0.9954117217705389,0.9663795879760316,0.9747899159663865,0.9837311832827528,11884,2971,8841,72
SERT,Binder classifier,hybrid_decoys_plus_measured_inactives,random,4,10695,1189,297,,0.9986750917244192,0.9963036412584153,0.95052961230125,0.9628378378378378,0.9741925986320605,11884,2971,8841,72
SERT,Binder classifier,hybrid_decoys_plus_measured_inactives,random,5,10696,1188,297,,0.99614551803104,0.9929245947358248,0.9572290580103376,0.9678510998307953,0.9769921436588103,11884,2971,8841,72
SERT,Binder classifier,hybrid_decoys_plus_measured_inactives,random,6,10696,1188,297,,0.9967161325186016,0.9925670287997509,0.9413294759970483,0.95578231292517,0.9674523007856342,11884,2971,8841,72
SERT,Binder classifier,hybrid_decoys_plus_measured_inactives,random,7,10696,1188,297,,0.9993235762034864,0.9981109026875831,0.9752833614053595,0.9814502529510961,0.9870931537598204,11884,2971,8841,72
SERT,Binder classifier,hybrid_decoys_plus_measured_inactives,random,8,10696,1188,297,,0.9982428096906211,0.9954323739963798,0.9616865383497124,0.9711375212224108,0.9781144781144782,11884,2971,8841,72
SERT,Binder classifier,hybrid_decoys_plus_measured_inactives,random,9,10696,1188,297,,0.9960283720104147,0.9900843985645104,0.9464065236586952,0.959866220735786,0.9753086419753086,11884,2971,8841,72
SERT,Binder classifier,hybrid_decoys_plus_measured_inactives,random,10,10696,1188,297,,0.9967085747108194,0.991937186880726,0.9480235763995826,0.9605488850771869,0.968013468013468,11884,2971,8841,72
SERT,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,1,10695,1189,278,735.0,0.9954473303903529,0.9887440010250039,0.9244085049631617,0.9418181818181818,0.9586923216640737,11884,2971,8841,72
SERT,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,2,10695,1189,332,736.0,0.9962779941235186,0.9898884942989681,0.9114195764789519,0.9347826086956522,0.9468955167226666,11884,2971,8841,72
SERT,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,3,10695,1189,274,737.0,0.9930517330780584,0.979636822691461,0.8890027883083844,0.9122137404580153,0.9301204578995652,11884,2971,8841,72
SERT,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,4,10695,1189,302,738.0,0.9963826276532997,0.9861881176142865,0.9420818120709857,0.9566666666666667,0.9689648864764777,11884,2971,8841,72
SERT,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,5,10696,1188,283,737.0,0.9922534798820841,0.9795117229466554,0.8819673662877079,0.9074074074074074,0.9262323565585773,11884,2971,8841,72
SERT,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,6,10696,1188,298,738.0,0.9845072015685091,0.9683451414617993,0.8746696154508361,0.9026548672566371,0.9211107759595807,11884,2971,8841,72
SERT,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,7,10696,1188,294,738.0,0.9967736535330015,0.9925693265077934,0.9525972830175987,0.9643463497453311,0.9768410719992695,11884,2971,8841,72
SERT,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,8,10696,1188,331,738.0,0.997757934479513,0.9945287023941556,0.9600525220455146,0.9709035222052067,0.9759348108874137,11884,2971,8841,72
SERT,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,9,10696,1188,312,738.0,0.9973802833391875,0.9935125588366311,0.952186512118019,0.9647435897435898,0.9760932560590094,11884,2971,8841,72
SERT,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,10,10696,1188,267,738.0,0.9935056749096203,0.9837900938228916,0.9219910382658353,0.9367588932806324,0.9427344483890251,11884,2971,8841,72
SIRT1,Binder classifier,measured_labels_holdout,random,1,463,52,16,,0.9166666666666667,0.8030063512876013,0.5552354428493146,0.7027027027027027,0.7951388888888888,515,162,0,353
SIRT1,Binder classifier,measured_labels_holdout,random,2,463,52,16,,0.9409722222222222,0.8818364641894054,0.6388888888888888,0.75,0.8194444444444444,515,162,0,353
SIRT1,Binder classifier,measured_labels_holdout,random,3,463,52,16,,0.9322916666666667,0.8678780284043441,0.725072166544399,0.8108108108108109,0.8854166666666667,515,162,0,353
SIRT1,Binder classifier,measured_labels_holdout,random,4,463,52,17,,0.9126050420168068,0.7972480162633615,0.7000308662389637,0.8,0.8705882352941177,515,162,0,353
SIRT1,Binder classifier,measured_labels_holdout,random,5,463,52,17,,0.9008403361344537,0.880654896533666,0.6630751770671891,0.7777777777777778,0.8403361344537814,515,162,0,353
SIRT1,Binder classifier,measured_labels_holdout,random,6,464,51,16,,0.9375,0.8873386563779033,0.6909485325320189,0.7894736842105263,0.86875,515,162,0,353
SIRT1,Binder classifier,measured_labels_holdout,random,7,464,51,16,,0.9982142857142857,0.9963235294117647,0.9547032697824667,0.967741935483871,0.96875,515,162,0,353
SIRT1,Binder classifier,measured_labels_holdout,random,8,464,51,16,,0.8517857142857143,0.7690677661224672,0.3849158000916215,0.5882352941176471,0.6982142857142857,515,162,0,353
SIRT1,Binder classifier,measured_labels_holdout,random,9,464,51,16,,0.8821428571428571,0.8417052999084249,0.6357142857142857,0.75,0.8178571428571428,515,162,0,353
SIRT1,Binder classifier,measured_labels_holdout,random,10,464,51,16,,0.9,0.8103330407122977,0.6501956082628741,0.7647058823529411,0.8348214285714286,515,162,0,353
SIRT1,Binder classifier,measured_labels_holdout,scaffold,1,463,52,6,25.0,0.9891304347826086,0.9305555555555556,0.7894228308055838,0.8,0.9673913043478262,515,162,0,353
SIRT1,Binder classifier,measured_labels_holdout,scaffold,2,463,52,22,29.0,0.7666666666666667,0.7499805445090055,0.36244121780453775,0.5294117647058824,0.6545454545454545,515,162,0,353
SIRT1,Binder classifier,measured_labels_holdout,scaffold,3,463,52,19,29.0,0.8851674641148325,0.8390891038633648,0.4903486977183951,0.6956521739130435,0.7543859649122806,515,162,0,353
SIRT1,Binder classifier,measured_labels_holdout,scaffold,4,463,52,23,29.0,0.8575712143928036,0.7860641688145389,0.5914903075230966,0.7843137254901961,0.7968515742128935,515,162,0,353
SIRT1,Binder classifier,measured_labels_holdout,scaffold,5,463,52,16,29.0,0.8628472222222223,0.7542695356114474,0.34684398780964804,0.5333333333333333,0.6666666666666667,515,162,0,353
SIRT1,Binder classifier,measured_labels_holdout,scaffold,6,464,51,14,28.0,0.9691119691119691,0.9327330536957865,0.7456907911827503,0.8,0.8436293436293436,515,162,0,353
SIRT1,Binder classifier,measured_labels_holdout,scaffold,7,464,51,16,29.0,0.9732142857142857,0.946291747468218,0.827048813710376,0.8823529411764706,0.9258928571428571,515,162,0,353
SIRT1,Binder classifier,measured_labels_holdout,scaffold,8,464,51,17,28.0,0.9048442906574394,0.7367041114611448,0.6963106238227914,0.8,0.8529411764705882,515,162,0,353
SIRT1,Binder classifier,measured_labels_holdout,scaffold,9,464,51,9,28.0,0.9312169312169313,0.8571767738434406,0.7888106377466154,0.8,0.8333333333333333,515,162,0,353
SIRT1,Binder classifier,measured_labels_holdout,scaffold,10,464,51,20,29.0,0.9,0.8737783295136239,0.5633927053243971,0.7441860465116279,0.7870967741935484,515,162,0,353
Sigma1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,1,6940,772,193,,0.998433962432996,0.9956362544263154,0.9322032573678019,0.949238578680203,0.9723661485319517,7712,1928,5762,22
Sigma1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,2,6940,772,193,,0.9948544479941296,0.9868010137285699,0.9237656984353385,0.9427083333333334,0.9602763385146804,7712,1928,5762,22
Sigma1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,3,6941,771,193,,0.9927837639170267,0.983306791426836,0.9012375219663524,0.926208651399491,0.9559316564175198,7712,1928,5762,22
Sigma1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,4,6941,771,193,,0.9959481506714237,0.9899336297101737,0.9304952531316423,0.9476439790575916,0.9619915018735321,7712,1928,5762,22
Sigma1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,5,6941,771,193,,0.9936891550280581,0.9855744790203643,0.9137611254174488,0.9354005167958657,0.9576662423579612,7712,1928,5762,22
Sigma1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,6,6941,771,193,,0.9933036914857378,0.9881367005736889,0.9195043439714577,0.9396984924623115,0.9688850242931675,7712,1928,5762,22
Sigma1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,7,6941,771,193,,0.9958405794503111,0.9885147339279132,0.9024254595214473,0.9263157894736842,0.946442978288542,7712,1928,5762,22
Sigma1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,8,6941,771,193,,0.9978216827724691,0.9945163831792004,0.951808817957269,0.9639175257731959,0.9775355433243094,7712,1928,5762,22
Sigma1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,9,6941,771,192,,0.9959160909614277,0.9903602461098352,0.9336776151070227,0.9498680738786279,0.9627050949913645,7712,1928,5762,22
Sigma1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,10,6941,771,192,,0.9975262665515257,0.9927033795666516,0.9414053332569884,0.9560723514211886,0.9731352547495682,7712,1928,5762,22
Sigma1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,1,6940,772,209,523.0,0.9928442129059124,0.9842712300204352,0.9042696850572706,0.9297820823244553,0.948672949934986,7712,1928,5762,22
Sigma1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,2,6940,772,173,524.0,0.9925984540708501,0.9777300236951973,0.9109935223692892,0.9310344827586207,0.9573566734538296,7712,1928,5762,22
Sigma1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,3,6941,771,215,523.0,0.9810189058055881,0.9551055900583071,0.784958269977425,0.8346055979643766,0.8688054207796554,7712,1928,5762,22
Sigma1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,4,6941,771,203,524.0,0.9938857281620759,0.9843429525701781,0.8959076048380841,0.9230769230769231,0.9458041351557622,7712,1928,5762,22
Sigma1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,5,6941,771,200,525.0,0.9876532399299475,0.9690555210464624,0.8800875068110487,0.9090909090909091,0.9287434325744308,7712,1928,5762,22
Sigma1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,6,6941,771,186,525.0,0.9946879882363753,0.9875225645550336,0.9250591555151939,0.9427792915531336,0.9582161566032534,7712,1928,5762,22
Sigma1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,7,6941,771,212,525.0,0.9883045870320991,0.9754806748150963,0.8846789093307066,0.9135802469135802,0.9291651196543693,7712,1928,5762,22
Sigma1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,8,6941,771,188,525.0,0.9789332506112915,0.9503604050563312,0.8202971962373886,0.8611111111111112,0.8976542826904128,7712,1928,5762,22
Sigma1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,9,6941,771,189,525.0,0.9838269786723395,0.9540874855244641,0.8429097041433188,0.8791208791208791,0.910393825342279,7712,1928,5762,22
Sigma1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,10,6941,771,153,525.0,0.99422552192398,0.9833630337517933,0.9107741499981329,0.9285714285714286,0.9576115235738308,7712,1928,5762,22
TAAR1,Binder classifier,measured_labels_holdout,random,1,272,31,24,,0.8869047619047619,0.9667178520355064,0.6309523809523809,0.9166666666666666,0.8154761904761905,303,238,0,65
TAAR1,Binder classifier,measured_labels_holdout,random,2,272,31,24,,0.8749999999999999,0.9642592558465879,0.44642857142857145,0.875,0.7232142857142857,303,238,0,65
TAAR1,Binder classifier,measured_labels_holdout,random,3,272,31,24,,0.8154761904761906,0.9459799051237632,0.32126980205784317,0.8571428571428571,0.6517857142857143,303,238,0,65
TAAR1,Binder classifier,measured_labels_holdout,random,4,273,30,23,,0.8385093167701863,0.9437638926342419,0.5991712703227052,0.9166666666666666,0.7639751552795031,303,238,0,65
TAAR1,Binder classifier,measured_labels_holdout,random,5,273,30,23,,0.8695652173913044,0.9587476153047181,0.558416936413065,0.8888888888888888,0.7919254658385093,303,238,0,65
TAAR1,Binder classifier,measured_labels_holdout,random,6,273,30,24,,0.875,0.9640828945334512,0.45226701686664544,0.8695652173913043,0.75,303,238,0,65
TAAR1,Binder classifier,measured_labels_holdout,random,7,273,30,24,,0.7222222222222222,0.9219231300881283,0.26382242650554316,0.8260869565217391,0.6458333333333333,303,238,0,65
TAAR1,Binder classifier,measured_labels_holdout,random,8,273,30,24,,0.7986111111111112,0.9385512485760807,0.40006613209931935,0.8444444444444444,0.7291666666666666,303,238,0,65
TAAR1,Binder classifier,measured_labels_holdout,random,9,273,30,24,,0.763888888888889,0.9412758608485743,0.294174202707276,0.88,0.625,303,238,0,65
TAAR1,Binder classifier,measured_labels_holdout,random,10,273,30,24,,0.8125,0.956433478885838,0.1111111111111111,0.8627450980392157,0.5416666666666666,303,238,0,65
TAAR1,Binder classifier,measured_labels_holdout,scaffold,1,259,44,35,1.0,0.6158730158730159,0.8864735031265218,0.1734985593650567,0.8648648648648649,0.5682539682539682,303,238,0,65
TAAR1,Binder classifier,measured_labels_holdout,scaffold,2,274,29,25,16.0,0.8200000000000001,0.9681730586055934,0.42,0.92,0.71,303,238,0,65
TAAR1,Binder classifier,measured_labels_holdout,scaffold,3,274,29,26,17.0,0.717948717948718,0.9663220181016493,0.07299318686018119,0.8333333333333334,0.5512820512820513,303,238,0,65
TAAR1,Binder classifier,measured_labels_holdout,scaffold,4,274,29,26,17.0,0.9358974358974359,0.9926324316708931,0.5503495392790071,0.8936170212765957,0.9038461538461539,303,238,0,65
TAAR1,Binder classifier,measured_labels_holdout,scaffold,5,274,29,20,17.0,0.7999999999999999,0.9031061866995371,0.3933832769405552,0.8372093023255814,0.6722222222222223,303,238,0,65
TAAR1,Binder classifier,measured_labels_holdout,scaffold,6,274,29,21,17.0,0.6845238095238095,0.8684606010929976,0.1267731382092775,0.8,0.5535714285714286,303,238,0,65
TAAR1,Binder classifier,measured_labels_holdout,scaffold,7,274,29,23,18.0,0.8478260869565217,0.9610594345461522,0.3458371816572483,0.8095238095238095,0.7028985507246377,303,238,0,65
TAAR1,Binder classifier,measured_labels_holdout,scaffold,8,274,29,20,18.0,0.7444444444444445,0.8901332894158982,0.14059189831332752,0.717948717948718,0.5722222222222222,303,238,0,65
TAAR1,Binder classifier,measured_labels_holdout,scaffold,9,275,28,24,17.0,0.8333333333333333,0.970057363498439,0.5185449728701348,0.9387755102040817,0.7291666666666667,303,238,0,65
TAAR1,Binder classifier,measured_labels_holdout,scaffold,10,275,28,18,17.0,0.8777777777777778,0.9283956210578234,0.6024640760767093,0.8717948717948718,0.7722222222222221,303,238,0,65
a3b4nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,1,712,80,20,,1.0,1.0000000000000002,1.0,1.0,1.0,792,198,501,93
a3b4nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,2,712,80,20,,0.995,0.9875,0.8988216489544955,0.9230769230769231,0.9416666666666667,792,198,501,93
a3b4nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,3,713,79,20,,1.0,1.0000000000000002,1.0,1.0,1.0,792,198,501,93
a3b4nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,4,713,79,20,,0.9788135593220338,0.9608991228070178,0.8661016949152542,0.9,0.9330508474576271,792,198,501,93
a3b4nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,5,713,79,20,,1.0,1.0000000000000002,0.9675943893701521,0.975609756097561,0.9915254237288136,792,198,501,93
a3b4nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,6,713,79,20,,1.0,1.0000000000000002,1.0,1.0,1.0,792,198,501,93
a3b4nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,7,713,79,20,,0.9915254237288136,0.9746264642220528,0.8285346241334159,0.8648648648648649,0.8915254237288136,792,198,501,93
a3b4nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,8,713,79,20,,0.9949152542372881,0.985692640692641,0.830295831977654,0.8717948717948718,0.9080508474576271,792,198,501,93
a3b4nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,9,713,79,19,,1.0,0.9999999999999996,1.0,1.0,1.0,792,198,501,93
a3b4nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,10,713,79,19,,0.9824561403508772,0.9630541871921179,0.8947062718822235,0.918918918918919,0.9390350877192982,792,198,501,93
a3b4nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,1,712,80,29,42.0,0.9803921568627452,0.9661746038387642,0.6253107716650351,0.6956521739130435,0.7660581473968897,792,198,501,93
a3b4nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,2,712,80,26,59.0,0.9871794871794872,0.9779591021982326,0.5447047794019222,0.5555555555555556,0.6923076923076923,792,198,501,93
a3b4nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,3,713,79,22,59.0,1.0,1.0,1.0,1.0,1.0,792,198,501,93
a3b4nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,4,713,79,21,61.0,0.9885057471264367,0.9717184265010352,0.8045628804334864,0.8333333333333334,0.8571428571428572,792,198,501,93
a3b4nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,5,713,79,20,61.0,0.9822033898305085,0.9532378528334412,0.720873236521373,0.7647058823529411,0.8165254237288135,792,198,501,93
a3b4nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,6,713,79,15,62.0,0.9958333333333333,0.981498778998779,0.8741093059535396,0.896551724137931,0.9255208333333333,792,198,501,93
a3b4nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,7,713,79,14,62.0,0.9967032967032966,0.9873949579831931,0.8862958659448605,0.9032258064516129,0.976923076923077,792,198,501,93
a3b4nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,8,713,79,16,62.0,0.996031746031746,0.985702614379085,0.9209109202723806,0.9333333333333333,0.9375,792,198,501,93
a3b4nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,9,713,79,20,62.0,0.9855932203389831,0.9681530556170701,0.6908008992126032,0.7096774193548387,0.775,792,198,501,93
a3b4nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,10,713,79,15,62.0,0.9927083333333333,0.9698064353946707,0.8307804032542971,0.8461538461538461,0.8666666666666667,792,198,501,93
a4b2nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,1,1713,191,48,,0.9966491841491841,0.9898718681891078,0.932629020672905,0.9494949494949495,0.9755973193473193,1904,476,1355,73
a4b2nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,2,1713,191,48,,0.995483682983683,0.9912763894645547,0.9443110483358067,0.9565217391304348,0.9583333333333333,1904,476,1355,73
a4b2nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,3,1713,191,48,,0.9935897435897436,0.9804486640398413,0.9033633880931868,0.9278350515463918,0.954763986013986,1904,476,1355,73
a4b2nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,4,1713,191,48,,0.9902389277389279,0.9689416803523383,0.8930030374197935,0.92,0.9581876456876457,1904,476,1355,73
a4b2nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,5,1714,190,48,,0.997212441314554,0.9934980641192649,0.9442488262910798,0.9583333333333334,0.97212441314554,1904,476,1355,73
a4b2nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,6,1714,190,48,,0.9872359154929577,0.9609625167892997,0.9018468368484367,0.9263157894736842,0.9477699530516432,1904,476,1355,73
a4b2nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,7,1714,190,47,,0.9988097009373605,0.9969052224371375,0.9575666235469157,0.967032967032967,0.9680851063829787,1904,476,1355,73
a4b2nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,8,1714,190,47,,0.9964291028120815,0.9891751668605818,0.9299187403545315,0.9473684210526315,0.9682338937658087,1904,476,1355,73
a4b2nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,9,1714,190,47,,0.9864603481624759,0.9633392831901758,0.9286509117742021,0.945054945054945,0.9539503050141348,1904,476,1355,73
a4b2nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,10,1714,190,47,,0.9980657640232108,0.9939735692283956,0.9434607945246243,0.9574468085106383,0.9717303972623121,1904,476,1355,73
a4b2nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,1,1713,191,42,130.0,0.9547778843080856,0.874995089395391,0.6376890928754883,0.6857142857142857,0.7722914669223394,1904,476,1355,73
a4b2nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,2,1713,191,57,140.0,0.9897879025923016,0.9705584791568223,0.9390562128587838,0.9572649572649573,0.9763026970411102,1904,476,1355,73
a4b2nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,3,1713,191,53,142.0,0.9961717254580258,0.9888897810017949,0.907919692634351,0.9306930693069307,0.9397730380092972,1904,476,1355,73
a4b2nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,4,1713,191,60,142.0,0.9942748091603053,0.9829536494907638,0.9147526780141801,0.9391304347826087,0.9461832061068702,1904,476,1355,73
a4b2nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,5,1714,190,46,142.0,0.9835446859903381,0.9688850194708999,0.8981989614568286,0.9213483146067416,0.938707729468599,1904,476,1355,73
a4b2nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,6,1714,190,47,142.0,1.0,1.0,1.0,1.0,1.0,1904,476,1355,73
a4b2nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,7,1714,190,40,142.0,0.9943333333333334,0.9810887852115365,0.9530487704511846,0.9629629629629629,0.9808333333333333,1904,476,1355,73
a4b2nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,8,1714,190,44,142.0,0.988013698630137,0.9740662560588853,0.8973938899629377,0.9213483146067416,0.9522104607721046,1904,476,1355,73
a4b2nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,9,1714,190,41,142.0,0.9808479292846619,0.9031345902115899,0.8922040083643055,0.9156626506024096,0.9499918153543951,1904,476,1355,73
a4b2nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,10,1714,190,46,142.0,0.9648248792270531,0.899612611690331,0.616004285262107,0.647887323943662,0.7430555555555556,1904,476,1355,73
a7nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,1,1213,135,34,,0.9938846825859057,0.9848594086319499,0.900417955996087,0.9230769230769231,0.9362259755387303,1348,337,921,90
a7nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,2,1213,135,34,,0.9976703552708212,0.99328536859895,0.9417790342733205,0.9565217391304348,0.975393127548049,1348,337,921,90
a7nAChR,Binder classifier,hybrid_decoys_plus_measured_inactives,random,3,1213,135,34,,0.9813628421665695,0.9659150566052843,0.8191078573689148,0.8524590163934426,0.8774024461269656,1348,337,921,90
