smiles,pchembl
CC(=O)SC(CCc1ccccc1)[C@H]1C(=O)N(c2ccc(F)cc2)[C@@H]1c1ccc(O)cc1,6.55
CC(=O)c1ccccc1NC(=O)C12CC3CC(CC(C3)C1)C2,7.0
CC(=O)c1oc2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc2c1N,6.0
CC(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCCC1)C2,7.05
CC(=O)n1cc(-c2cccc(C(F)(F)F)c2)nc1-c1cccc(CN2CCOCC2)c1,8.05
CC(C(=O)N1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1)c1ccccc1,6.25
CC(C(=O)NC1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1)c1ccccc1,6.82
CC(C(=O)NCCC(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,6.54
CC(C(=O)Nc1ccc2c(c1)C(N1CCOCC1)CCC2)(C(F)(F)F)C(F)(F)F,7.695
CC(C)(C#N)NC(=O)c1cc(OCC2CC2)c(Cl)cn1,6.8
CC(C)(C#N)NC(=O)c1ccc(C2CC2)c(OCC2CC2)n1,6.69
CC(C)(C#N)NC(=O)c1cnc(C2CC2)c(-c2cccc(Cl)c2)n1,6.98
CC(C)(C#N)c1cc(NC(=O)C(C)(C)S(=O)(=O)C2CCOCC2)on1,8.1
CC(C)(C#N)c1cc(NC(=O)C(C)(C)S(=O)(=O)CC2CCOCC2)on1,6.98
CC(C)(C#N)c1cc(NC(=O)C(C)(C)S(=O)(=O)CCCC(F)(F)F)on1,7.75
CC(C)(C#N)c1cc(NC(=O)[C@@H]2CCCN2C2CCOCC2)on1,7.96
CC(C)(C(=O)Nc1ccc(C(F)(F)F)cc1)S(=O)(=O)c1ccc(Cl)cc1,7.09
CC(C)(C(=O)Nc1ccc(Cl)c(-c2ccco2)c1)S(=O)(=O)c1ccc(Cl)cc1,8.350000000000001
CC(C)(C(=O)Nc1ccc(Cl)c(Br)c1)S(=O)(=O)c1ccc(Cl)cc1,7.07
CC(C)(C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1)S(=O)(=O)c1ccc(Cl)cc1,8.0
CC(C)(C(=O)Nc1cccc(C(F)(F)F)c1)S(=O)(=O)c1ccc(Cl)cc1,7.115
CC(C)(C(=O)Nc1cnc2ccccc2c1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,7.56
CC(C)(C(=O)Nc1cnc2ccccc2c1)S(=O)(=O)c1ccc(C(F)(F)F)cc1Cl,7.43
CC(C)(C(=O)Nc1cnc2ccccc2c1)S(=O)(=O)c1ccc(Cl)cc1,7.5649999999999995
CC(C)(C(=O)Nc1cnc2ccccc2c1)S(=O)(=O)c1ccc(F)cc1,7.220000000000001
CC(C)(C(=O)Nc1cnc2ccccc2c1)S(=O)(=O)c1ccc(F)cc1Cl,6.98
CC(C)(C(=O)OCCCBr)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(CO)C[C@@H]21,9.0
CC(C)(C(=O)OCCCC#N)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(CO)C[C@@H]21,9.0
CC(C)(C(=O)OCCCCn1ccnc1)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(CO)C[C@@H]21,8.06
CC(C)(C(=O)OCCCN1CCOCC1)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(CO)C[C@@H]21,9.0
CC(C)(C(=O)OCCCn1ccnc1)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(CO)C[C@@H]21,9.0
