inchikey,smiles,bound,relation,implied_label
LSNKLYWSZNNKJB-YNMFNDETSA-N,CC[C@]1(c2cccc(N3CCCCC3)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
LAQHTHATZIOMIN-NMXAJACMSA-N,CC[C@]1(c2cccc(-c3ccnc(N4CCOCC4)c3)c2)C2=CN=NC2NC2=C1C(=O)NC(C)(C)C2,7.0,<,1
XHHLZVQOAUQDHB-GITCGBDTSA-N,CC[C@]1(c2cccc(N3CCOCC3)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
TUOJSDCDYDFOKF-UHFFFAOYSA-N,CCC1(c2cccc(-c3cc(C)ncc3F)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
SDJSBCJPJNUZPB-SYIFMXBLSA-N,CC[C@@]1(c2cccc(N3CCCC3)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
JJHDMADAXUHIBP-UHFFFAOYSA-N,CCC1(c2cccc(-c3cnn(C)c3)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(Cl)=C21,7.0,<,1
DCOBHVJIWWKDNC-LFHRXCRSSA-N,CC[C@@]1(c2cccc(-c3ccnc4c3CCC4)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
DWUPTNVHVUEUID-QWAKEFERSA-N,CC[C@]1(c2cccc(C(F)F)c2)C2=CN=NC2NC2=C1C(=O)CC(C)(C)C2,7.0,<,1
IXFVALRLFCEAQS-ZOMQCMRHSA-N,CC[C@]1(c2cccc(Br)c2)C2=C(C[C@@H](C)CC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
IXFVALRLFCEAQS-SFONKKRFSA-N,CC[C@]1(c2cccc(Br)c2)C2=C(C[C@H](C)CC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
KNBBXEIZCDXDFA-UHFFFAOYSA-N,CCC1(c2cccc(-c3ccnc(C)c3)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(Cl)=C21,7.0,<,1
FOZFEASIUWOIIP-IKCNDWCXSA-N,CC[C@]1(c2cccc(Br)c2)C2=CN=NC2NC2=C1C(=O)[C@@H](F)C(C)(C)C2,7.0,<,1
YFPITQNJNFZELM-NRWPOFLRSA-N,CC[C@@]1(c2cccc(-c3cn(C)nc3C)c2)C2=CN=NC2NC2=C1C(=O)N(C)C(C)(C)C2,7.0,<,1
DBFYDGPTRXUUSV-GWQXNCQPSA-N,CC[C@@]1(c2cccc(-c3cncn3C)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
ZJXSGFKUKZTHTC-GWQXNCQPSA-N,CC[C@@]1(c2cccc(N3CCOCC3)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
QKABCCIZUZNYKM-VGAJERRHSA-N,CC1(C)CC(=O)C2=C(C1)NC1N=NC(CCC(F)(F)F)=C1[C@]2(C)c1ccccc1,7.0,<,1
ZWBGOXLJLHWSLZ-OELIULCZSA-N,CC[C@@]1(c2cccc(-c3ccnn3C)c2)C2=CN=NC2NC2=C1C(=O)N[C@@]1(CCCOC1)C2,7.0,<,1
OFRMOGHZVFTHCI-UHFFFAOYSA-N,CCC1(c2cccc(N3CC[O:0]CC3)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C)=C21,7.0,<,1
JXPFRWACDWADBT-UHFFFAOYSA-N,CCC1(c2cccc(-c3ccnc(C)c3)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)F)=C21,7.0,<,1
ZQWMZNLGINPQKE-UHFFFAOYSA-N,CCC1(c2cccc(-c3cn(C)nc3C)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)F)=C21,7.0,<,1
XCAABUMMTMRVCB-UHFFFAOYSA-N,CCC1(c2cccc(N(C)c3ncccn3)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(F)=C21,7.0,<,1
UVQHZVRLYTUTHD-AKRCKQFNSA-N,CC[C@]1(c2cccc(S(=O)(=O)CC3CC3)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
AQDWSSHLBVIXJI-GWQXNCQPSA-N,CC[C@@]1(c2cccc(S(=O)(=O)C3CC3)c2)C2=CN=NC2NC2=C1C(=O)N(C)C(C)(C)C2,7.0,<,1
GCSWBIRAETZRTN-YANBTOMASA-N,CC[C@]1(c2cccc(-n3ccnc3)c2)C2=CN=NC2NC2=C1C(=O)CC(C)(C)C2,7.0,<,1
JMKNWNLCKSEXNE-JUERFOTFSA-N,CC[C@@]1(c2cccc(N(C)c3ccccn3)c2)C2=CN=NC2NC2=C1C(=O)CC(C)(C)C2,7.0,<,1
KITBLDJCPYXISG-UHFFFAOYSA-N,CCC1(c2cccc(N3CCCCC3)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C)=C21,7.0,<,1
OJHIKHRLSNSGEF-MQNHUJCZSA-N,CC[C@@]1(c2cccc(N3CCCCC3)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
XSVZJRZSMISHOG-UHFFFAOYSA-N,CCC1(c2cccc(-c3c(C)nn(C)c3C)c2)C2=CN=NC2NC2=C1C(=O)CC(C)(C)C2,7.0,<,1
OUQKDKQTGXHZBR-MQNHUJCZSA-N,CC[C@@]1(c2cccc(-c3cn(C)nc3C)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(F)=C21,7.0,<,1
ZXGPDGLXQKWFHX-YNMFNDETSA-N,CC[C@@]1(c2cccc(N3CCCC3)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C)=C21,7.0,<,1
BCIANQMZFLFVGA-UHFFFAOYSA-N,CCC1(c2cccc(-c3cc(C)ncc3C)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C)=C21,7.0,<,1
MGFABDCHRIEFKA-UHFFFAOYSA-N,CCC1(c2cccc(-c3cnn(C)c3C)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C)=C21,7.0,<,1
MAXXFIYRFVWCFU-UHFFFAOYSA-N,CCC1(c2cccc(-c3c(C)nn(C)c3C)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C)=C21,7.0,<,1
FCEDFGISCKLBAD-UHFFFAOYSA-N,CCC1(c2cccc(-c3cncn3C)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C)=C21,7.0,<,1
VJCHIHOOTIAJBI-UHFFFAOYSA-N,CCC1(c2cccc(-c3cn(C)nc3C)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C)=C21,7.0,<,1
KITBLDJCPYXISG-JKGBFCRXSA-N,CC[C@@]1(c2cccc(N3CCCCC3)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C)=C21,7.0,<,1
KNBBXEIZCDXDFA-NRWPOFLRSA-N,CC[C@@]1(c2cccc(-c3ccnc(C)c3)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(Cl)=C21,7.0,<,1
MBOVCTBACIQFIP-UHFFFAOYSA-N,CCN(c1cccnc1)c1cccc(C2(CC)C3=CN=NC3NC3=C2C(=O)CC(C)(C)C3)c1,7.0,<,1
ZGXYBQHMIRBJEW-ULUIDYOUSA-N,CC[C@]1(c2cccc([C@@H]3CCOC3)c2)C2=CN=NC2NC2=C1C(=O)CC(C)(C)C2,7.0,<,1
OFRMOGHZVFTHCI-XSWBTSGESA-N,CC[C@]1(c2cccc(N3CC[O:0]CC3)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C)=C21,7.0,<,1
XCAABUMMTMRVCB-PIFIWZBESA-N,CC[C@@]1(c2cccc(N(C)c3ncccn3)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(F)=C21,7.0,<,1
CXXYMGXBSQMNPK-UHFFFAOYSA-N,CCC1(c2cccc(N(C(C)=O)C(C)C)c2)C2=CN=NC2NC2=C1C(=O)CC(C)(C)C2,7.0,<,1
