# WHAT THIS FILE CONTAINS: Every one of 161,812 distinct training structures as a row, with the 12 named physicochemical descriptors as columns and a count of how many of the 1024 fingerprint bits it sets. 2 structures could not be parsed by RDKit and are absent.
# WHAT IT IS USED FOR: Seeing the chemical space the models were fitted over, at a width that opens in a spreadsheet.
# GENERATED FROM: data/endpoints/ featurised by src/brainsafe/features/featurize.py
smiles,ecfp4_bits_set,mw,clogp,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,fraction_csp3,ring_count,heavy_atoms,formal_charge,qed
Brc1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1,64,553.464,6.4818,77.22,1.0,6.0,7.0,5.0,0.1724138,6.0,37.0,0.0,0.18444358
Brc1ccc(-n2cc(COc3ccc(C=NNc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1,64,553.464,6.4818,77.22,1.0,6.0,7.0,5.0,0.1724138,6.0,37.0,0.0,0.18444358
Brc1ccc(-n2cnc(-c3ccccc3)c2)cc1,29,299.171,4.3018,17.82,0.0,1.0,2.0,3.0,0.0,3.0,18.0,0.0,0.68951416
Brc1ccc(/C=C2/CNCC3=C2N=C2SC=C(c4ccc5ccccc5c4)N2C3c2ccc(Br)cc2)cc1,59,641.432,8.7638,27.63,1.0,4.0,3.0,4.0,0.09375,7.0,38.0,0.0,0.24258819
Brc1ccc(/C=N/Nc2nnc(-c3ccncc3)o2)cc1,38,344.172,3.3401,76.2,1.0,6.0,4.0,3.0,0.0,3.0,21.0,0.0,0.58026886
Brc1ccc(Br)c(N(CC2CC2)C2=NCCN2)c1,38,373.092,3.3872,27.63,1.0,3.0,3.0,1.0,0.46153846,3.0,18.0,0.0,0.8800663
Brc1ccc(C(OCCCc2c[nH]cn2)c2ccc3ccccc3c2)cc1,45,421.338,6.0642,37.91,1.0,2.0,7.0,4.0,0.17391305,4.0,27.0,0.0,0.3683153
Brc1ccc(C(c2nnnn2Cc2ccccc2)N2CCCN(C3CCC3)CC2)cc1,53,481.442,4.1335,50.08,0.0,5.0,6.0,3.0,0.45833334,5.0,31.0,0.0,0.5301119
Brc1ccc(C2=C(c3cc(-c4ccccc4)no3)C3CCC(C2)S3)cc1,43,424.363,6.6828,26.03,0.0,3.0,3.0,3.0,0.22727273,5.0,26.0,0.0,0.46899983
Brc1ccc(CCc2nnc(-c3ccccn3)n2Cc2cccs2)cc1,47,425.355,4.9976,43.6,0.0,4.0,6.0,4.0,0.15,4.0,26.0,0.0,0.4369139
Brc1ccc(CN2CCN(c3nccc(NCc4ccccc4)n3)CC2)cc1,45,438.373,4.1734,44.29,1.0,5.0,6.0,3.0,0.27272728,4.0,28.0,0.0,0.62602425
Brc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,37,345.284,3.8132,15.27,1.0,2.0,5.0,2.0,0.33333334,3.0,21.0,0.0,0.8864935
Brc1ccc(CNc2ccc3c(c2)[C@H]2c4cc(NCc5ccc(Br)cc5)ccc4[C@H](C3)N3CCC[C@@H]23)cc1,47,629.44,8.6429,27.3,2.0,3.0,6.0,4.0,0.27272728,8.0,38.0,0.0,0.22374913
Brc1ccc(COc2cccc(Br)c2)cc1,26,342.03,4.7906,9.23,0.0,1.0,3.0,2.0,0.07692308,2.0,16.0,0.0,0.77939326
Brc1ccc(CSc2nnc(-c3ccc(Br)cc3)n2Cc2ccco2)cc1,43,505.235,6.4037,43.85,0.0,4.0,6.0,4.0,0.1,4.0,27.0,0.0,0.28463247
Brc1ccc(C[N+]23CC[C@@H]4[C@@H]5[C@@H]6[C@@H](OCC=C(C2)[C@@H]6C[C@@H]43)N2c3ccccc3[C@@]34CC[N+]6(Cc7ccc(Br)cc7)CC7=CCO[C@H]([C@@H]([C@H]23)[C@H]7C[C@@H]46)N5c2ccccc2)cc1.[Br-].[Br-],77,926.838,9.5864,24.94,0.0,4.0,5.0,4.0,0.46153846,14.0,60.0,2.0,0.14726551
Brc1ccc(Cc2c3ccccc3nc3ccccc23)cc1.Cl,27,348.243,5.7413,12.89,0.0,1.0,2.0,4.0,0.05,4.0,22.0,0.0,0.42097476
Brc1ccc(Cc2c[nH]cn2)cc1,25,237.1,2.763,28.68,1.0,1.0,2.0,2.0,0.1,2.0,13.0,0.0,0.8541766
Brc1ccc(Cc2cn(C3CCN(Cc4ccccc4)CC3)nn2)cc1,43,411.347,4.4685,33.95,0.0,3.0,5.0,3.0,0.33333334,4.0,26.0,0.0,0.62149936
Brc1ccc(Cc2nn[nH]n2)cc1,25,239.076,1.553,54.46,1.0,3.0,2.0,2.0,0.125,2.0,13.0,0.0,0.8644562
Brc1ccc(Cn2cc(CNC34CC5CC(CC(C5)C3)C4)nn2)cc1,42,401.352,4.1473,42.74,1.0,3.0,5.0,2.0,0.6,6.0,25.0,0.0,0.81884384
Brc1ccc(Cn2cc(CNC3CCCCCC3)nn2)cc1,40,363.303,3.9013,42.74,1.0,3.0,5.0,2.0,0.5294118,3.0,22.0,0.0,0.8196663
Brc1ccc(Cn2cnc3c(N4CCOCC4)ncnc32)cc1,40,374.242,2.4737,56.07,0.0,5.0,3.0,3.0,0.3125,4.0,23.0,0.0,0.70519567
Brc1ccc(N(CC2CC2)C2=NCCN2)c(Br)c1,38,373.092,3.3872,27.63,1.0,3.0,3.0,1.0,0.46153846,3.0,18.0,0.0,0.8800663
Brc1ccc(N2CCCNCC2)cn1,31,256.147,1.6438,28.16,1.0,3.0,1.0,1.0,0.5,2.0,14.0,0.0,0.7741614
Brc1ccc(N2CCCNCCC2)cn1,29,270.174,2.0339,28.16,1.0,3.0,1.0,1.0,0.54545456,2.0,15.0,0.0,0.79140395
Brc1ccc(N2CCN(CCCCOc3ccc4ccccc4c3)CC2)cc1,41,439.397,5.5835,15.71,0.0,3.0,7.0,3.0,0.33333334,4.0,28.0,0.0,0.44706994
Brc1ccc(N2CCN(CCCN3CCC(Cc4ccccc4)CC3)CC2)cc1,38,456.472,4.9159,9.72,0.0,3.0,7.0,2.0,0.52,4.0,29.0,0.0,0.586043
Brc1ccc(N2CCN(CCCOc3ccc4ccccc4c3)CC2)cc1,40,425.37,5.1934,15.71,0.0,3.0,6.0,3.0,0.3043478,4.0,27.0,0.0,0.5056508
Brc1ccc(N2CCN(CCCn3nnnc3C(c3ccccc3)c3ccccc3)CC2)cc1,46,517.475,4.8281,50.08,0.0,5.0,8.0,4.0,0.2962963,5.0,34.0,0.0,0.33536604
Brc1ccc(N2CCN(Cc3ccccc3)CC2)c2cc[nH]c12,39,370.294,4.2526,22.27,1.0,2.0,3.0,3.0,0.2631579,4.0,23.0,0.0,0.7446835
Brc1ccc(N2CCNCC2)c2ccccc12.O=C(O)C(=O)O,28,291.192,3.0119,15.27,1.0,2.0,1.0,2.0,0.2857143,3.0,17.0,0.0,0.86859614
Brc1ccc(N2CCNCC2)cn1,27,242.12,1.2537,28.16,1.0,3.0,1.0,1.0,0.44444445,2.0,13.0,0.0,0.75112313
Brc1ccc(N2CCc3ccccc3C2)nc1,32,289.176,3.4068,16.13,0.0,2.0,1.0,2.0,0.21428572,3.0,17.0,0.0,0.7995137
Brc1ccc(N=C2NCCN2)cc1,22,240.104,1.6294,36.42,2.0,1.0,1.0,1.0,0.22222222,2.0,13.0,0.0,0.7822124
Brc1ccc(NC2=Nc3ccccc3CC2)cc1,31,301.187,4.5374,24.39,1.0,2.0,1.0,2.0,0.13333334,3.0,18.0,0.0,0.8214848
Brc1ccc(NCCN2CCN(CCc3c[nH]c4ccccc34)CC2)cc1,43,427.39,4.2026,34.3,2.0,3.0,7.0,3.0,0.36363637,4.0,27.0,0.0,0.5932546
Brc1ccc(NCCN2CCN(Cc3cc4ccccc4[nH]3)CC2)cc1,43,413.363,4.1601,34.3,2.0,3.0,6.0,3.0,0.33333334,4.0,26.0,0.0,0.6370768
Brc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,27,349.231,5.8941,24.92,1.0,2.0,2.0,4.0,0.0,4.0,22.0,0.0,0.4562605
Brc1ccc(OC2Cc3ccccc3C2)c(OC2CNC2)c1,34,360.251,3.3459,30.49,1.0,3.0,4.0,2.0,0.33333334,4.0,22.0,0.0,0.9073271
Brc1ccc(OCCOc2ccc3c(c2)OCCO3)cc1,30,351.196,3.6781,36.92,0.0,4.0,5.0,2.0,0.25,3.0,21.0,0.0,0.7705039
Brc1ccc(OCCOc2nc3ccccc3s2)c(Br)c1,38,429.133,5.2791,31.35,0.0,4.0,5.0,3.0,0.13333334,3.0,21.0,0.0,0.5177786
Brc1ccc(OCCOc2nc3ccccc3s2)cc1,34,350.237,4.5166,31.35,0.0,4.0,5.0,3.0,0.13333334,3.0,20.0,0.0,0.6344051
Brc1ccc(OCCc2ccccc2)c(OC2CNC2)c1,38,348.24,3.4212,30.49,1.0,3.0,6.0,2.0,0.29411766,3.0,21.0,0.0,0.86782646
Brc1ccc(OC[C@@H]2C[C@H]3C[C@H]3N2)cn1.Cl,35,269.142,1.9733,34.15,1.0,3.0,3.0,1.0,0.54545456,3.0,15.0,0.0,0.85180444
Brc1ccc(OCc2ccc(CN3CCCCC3)cc2)cc1.O=C(O)C(=O)O,32,360.295,5.014,12.47,0.0,2.0,5.0,2.0,0.36842105,3.0,22.0,0.0,0.7429075
Brc1ccc(OCc2ccccc2)c(OC2CNC2)c1,37,334.213,3.3787,30.49,1.0,3.0,5.0,2.0,0.25,3.0,20.0,0.0,0.9093594
Brc1ccc(Oc2ccccc2)c(OC2CNC2)c1,34,320.186,3.592,30.49,1.0,3.0,4.0,2.0,0.2,3.0,19.0,0.0,0.9337403
Brc1ccc([C@@H]2CC3CCC(S3)C2c2cc(-c3ccccc3)no2)cc1,46,426.379,6.6394,26.03,0.0,3.0,3.0,3.0,0.3181818,5.0,26.0,0.0,0.46967903
Brc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,45,390.277,3.9499,39.72,1.0,4.0,4.0,2.0,0.36842105,4.0,24.0,0.0,0.85848683
Brc1ccc([C@H]2C[C@@H]2NC2CCOCC2)cc1,31,296.208,3.0736,21.26,1.0,2.0,3.0,1.0,0.5714286,3.0,17.0,0.0,0.9253043
Brc1ccc([N+]2=Cc3ccccc3CC2)cc1,29,287.18,3.7683,3.01,0.0,0.0,1.0,2.0,0.13333334,3.0,17.0,1.0,0.7023892
Brc1ccc2[nH]c3c(c2c1)CCCC3n1cccc1,38,315.214,4.6576,20.72,1.0,0.0,1.0,3.0,0.25,4.0,19.0,0.0,0.6742538
Brc1ccc2[nH]c3c(ccc4cc[nH]c43)c2c1,31,285.144,4.5649,31.58,2.0,0.0,0.0,4.0,0.0,4.0,17.0,0.0,0.47425973
Brc1ccc2[nH]c3cnc4c5ccccc5[nH]c4c3c2c1,36,336.192,5.1131,44.47,2.0,1.0,0.0,5.0,0.0,5.0,21.0,0.0,0.40530512
Brc1ccc2[nH]cc(CC3CCNCC3)c2c1,33,293.208,3.4725,27.82,2.0,1.0,2.0,2.0,0.42857143,3.0,17.0,0.0,0.87150633
Brc1ccc2[nH]cc(CCCN3CCN(CCCc4c[nH]c5ccccc45)CC3)c2c1,39,479.466,5.5947,38.06,2.0,2.0,8.0,4.0,0.3846154,5.0,31.0,0.0,0.34565344
Brc1ccc2[nH]nc(C3=CCCNC3)c2c1,36,278.153,2.7021,40.71,2.0,2.0,1.0,2.0,0.25,3.0,16.0,0.0,0.8416663
Brc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,46,399.332,5.4351,29.27,0.0,3.0,5.0,3.0,0.3809524,4.0,25.0,0.0,0.5726304
Brc1ccc2c(NC3=NC[C@@]4(CN5CCC4CC5)O3)nccn12,50,376.258,2.3593,54.16,1.0,5.0,1.0,2.0,0.5,6.0,23.0,0.0,0.83050895
Brc1ccc2c(NC3=NC[C@@]4(CN5CCC4CC5)O3)ncnn12,50,377.246,1.7543,67.05,1.0,6.0,1.0,2.0,0.53333336,6.0,23.0,0.0,0.82052624
Brc1ccc2c(N[C@H]3CN4CCC3CC4)noc2c1,40,322.206,3.0964,41.3,1.0,4.0,2.0,2.0,0.5,5.0,19.0,0.0,0.9224328
Brc1ccc2c(c1)-c1ncnn1Cc1c(-c3cccs3)ncn1-2,49,384.262,3.9835,48.53,0.0,4.0,1.0,4.0,0.0625,5.0,23.0,0.0,0.43930233
Brc1ccc2c(c1)-c1nncn1Cc1c(I)ncn1-2,41,428.031,2.8596,48.53,0.0,3.0,0.0,3.0,0.083333336,4.0,19.0,0.0,0.40527758
Brc1ccc2c(c1)C1CN(Cc3ccccc3)CC1CO2,40,344.252,4.0571,12.47,0.0,2.0,2.0,2.0,0.33333334,4.0,21.0,0.0,0.8147809
Brc1ccc2c(c1)CC(Nc1nc(-c3cccnc3)nc3ccccc13)C2,49,417.31,5.0336,50.7,1.0,4.0,3.0,4.0,0.13636364,5.0,27.0,0.0,0.50796217
Brc1ccc2c(c1)[C@H]1O[C@H](Cn3oc4ccc(-c5ccccc5)cc43)C[C@H]1c1ccccc1O2,53,512.403,8.0835,36.53,0.0,3.0,3.0,5.0,0.1724138,7.0,34.0,0.0,0.24525921
Brc1ccc2c(c1)[C@H]1O[C@H](Cn3oc4ccc(CN5CCOCC5)cc43)C[C@H]1c1ccccc1O2,59,535.438,6.2487,49.0,0.0,5.0,4.0,4.0,0.35714287,7.0,35.0,0.0,0.30942202
Brc1ccc2c(c1)[C@H]1O[C@H](Cn3oc4ccc(N5CCOCC5)cc43)C[C@H]1c1ccccc1O2,58,521.411,6.2531,49.0,0.0,5.0,3.0,4.0,0.33333334,7.0,34.0,0.0,0.31900793
Brc1ccc2c(c1)[C@H]1c3cc(Br)ccc3[C@H](C2)N2CCC[C@@H]12,36,419.16,5.4187,3.24,0.0,1.0,0.0,2.0,0.36842105,6.0,22.0,0.0,0.5516558
Brc1ccc2c(c1)c(OCc1ccc3ccccc3c1)nn2CCN1CCCCC1,51,464.407,6.0169,30.29,0.0,3.0,6.0,4.0,0.32,5.0,30.0,0.0,0.34985304
Brc1ccc2c(c1)c1c3n2CCN(Cc2ccccc2)C3CCC1,46,381.317,5.297,8.17,0.0,1.0,2.0,3.0,0.33333334,5.0,24.0,0.0,0.58513683
Brc1ccc2c(ccn2CCN2CCN3CCCCC3C2)c1,44,362.315,3.5739,11.41,0.0,2.0,3.0,2.0,0.5555556,4.0,22.0,0.0,0.8271211
Brc1ccc2c3c1CCN3CCNC2,31,253.143,1.9148,15.27,1.0,2.0,0.0,1.0,0.45454547,3.0,14.0,0.0,0.7594428
Brc1ccc2ccn(CCN3CCCN(C4CC4)CC3)c2c1,42,362.315,3.5739,11.41,0.0,2.0,4.0,2.0,0.5555556,4.0,22.0,0.0,0.8239129
Brc1ccc2ccn(CCN3CCCN(C4CCCC4)CC3)c2c1,43,390.369,4.3541,11.41,0.0,2.0,4.0,2.0,0.6,4.0,24.0,0.0,0.7689819
Brc1ccc2ccn(CCN3CCCN(C4CCCCC4)CC3)c2c1,44,404.396,4.7442,11.41,0.0,2.0,4.0,2.0,0.61904764,4.0,25.0,0.0,0.72916704
Brc1ccc2ccn(CCN3CCCN(CC4CC4)CC3)c2c1,41,376.342,3.8215,11.41,0.0,2.0,5.0,2.0,0.57894737,4.0,23.0,0.0,0.7861362
Brc1ccc2ccn(CCN3CCCN4CCCCC4C3)c2c1,44,376.342,3.964,11.41,0.0,2.0,3.0,2.0,0.57894737,4.0,23.0,0.0,0.8034331
Brc1ccc2ccn(CCN3CCN4CCCCC4C3)c2c1,44,362.315,3.5739,11.41,0.0,2.0,3.0,2.0,0.5555556,4.0,22.0,0.0,0.8271211
Brc1ccc2ncccc2c1,23,208.058,2.9973,12.89,0.0,1.0,0.0,2.0,0.0,2.0,11.0,0.0,0.64793265
Brc1cccc(-c2c[nH]c(-c3cccc(CN4CCOCC4)c3)n2)c1,45,398.304,4.3384,41.15,1.0,3.0,4.0,3.0,0.25,4.0,25.0,0.0,0.7111302
Brc1cccc(-c2cc3ccccc3o2)c1,28,273.129,4.8623,13.14,0.0,1.0,1.0,3.0,0.0,3.0,16.0,0.0,0.6165684
Brc1cccc(-c2cnnc(-c3ccccc3)c2)c1,29,311.182,4.5731,25.78,0.0,2.0,2.0,3.0,0.0,3.0,19.0,0.0,0.692454
Brc1cccc(-c2cnnc(NCc3ccccc3)c2)c1,37,340.224,4.5182,37.81,1.0,3.0,4.0,3.0,0.05882353,3.0,21.0,0.0,0.7588948
Brc1cccc(-c2cnnc(OCc3ccccc3)c2)c1,37,341.208,4.4851,35.01,0.0,3.0,4.0,3.0,0.05882353,3.0,21.0,0.0,0.7015537
Brc1cccc(-c2nc(-c3ccccn3)no2)c1,34,302.131,3.5611,51.81,0.0,4.0,2.0,3.0,0.0,3.0,18.0,0.0,0.72601837
Brc1cccc(-c2nnc(Nc3ncccn3)o2)c1,35,318.134,3.0327,76.73,1.0,6.0,3.0,3.0,0.0,3.0,19.0,0.0,0.79971033
Brc1cccc(-c2nnc3sc(-c4ccoc4)nn23)c1,40,347.197,3.8753,56.22,0.0,5.0,2.0,4.0,0.0,4.0,20.0,0.0,0.5522856
Brc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,50,394.236,3.419,80.88,1.0,6.0,4.0,4.0,0.0,4.0,25.0,0.0,0.42387527
Brc1cccc(-n2ncc3c(N=NCc4ccncc4)ncnc32)c1,48,394.236,4.2569,81.21,0.0,6.0,4.0,4.0,0.05882353,4.0,25.0,0.0,0.4846834
Brc1cccc(/C=N/Nc2nc3ccccc3nc2Cc2ccccc2)c1,43,417.31,5.4291,50.17,1.0,4.0,5.0,4.0,0.045454547,4.0,27.0,0.0,0.34812132
Brc1cccc(Br)c1N(C1=NCCN1)C1CCCC1,33,387.119,3.9198,27.63,1.0,3.0,2.0,1.0,0.5,3.0,19.0,0.0,0.8334978
Brc1cccc(Br)c1N(C1=NCCN1)C1CCCCC1,34,401.146,4.3099,27.63,1.0,3.0,2.0,1.0,0.53333336,3.0,20.0,0.0,0.8002755
Brc1cccc(Br)c1N(CC1CC1)C1=NCCCN1,37,387.119,3.7773,27.63,1.0,3.0,3.0,1.0,0.5,3.0,19.0,0.0,0.85540324
Brc1cccc(Br)c1N(CC1CC1)C1=NCCN1,35,373.092,3.3872,27.63,1.0,3.0,3.0,1.0,0.46153846,3.0,18.0,0.0,0.8800663
Brc1cccc(Br)c1N(CC1CCC1)C1=NCCN1,37,387.119,3.7773,27.63,1.0,3.0,3.0,1.0,0.5,3.0,19.0,0.0,0.85540324
Brc1cccc(Br)c1N(CC1CCCC1)C1=NCCN1,37,401.146,4.1674,27.63,1.0,3.0,3.0,1.0,0.53333336,3.0,20.0,0.0,0.82392055
Brc1cccc(Br)c1N(CC1CCCCC1)C1=NCCN1,38,415.173,4.5575,27.63,1.0,3.0,3.0,1.0,0.5625,3.0,21.0,0.0,0.784476
Brc1cccc(Br)c1N(Cc1ccccc1)C1=NCCN1,35,409.125,4.1774,27.63,1.0,3.0,3.0,2.0,0.1875,3.0,21.0,0.0,0.8243655
Brc1cccc(Br)c1N(Cc1ccco1)C1=NCCN1,39,399.086,3.7704,40.77,1.0,4.0,3.0,2.0,0.21428572,3.0,20.0,0.0,0.8548762
Brc1cccc(Br)c1N(Cc1cccs1)C1=NCCN1,39,415.154,4.2389,27.63,1.0,4.0,3.0,2.0,0.21428572,3.0,20.0,0.0,0.8127301
Brc1cccc(Br)c1N=C1NCCN1,23,319.0,2.3919,36.42,2.0,1.0,1.0,1.0,0.22222222,2.0,14.0,0.0,0.8339038
Brc1cccc(Br)c1NC1=NCCN1,28,319.0,2.5827,36.42,2.0,3.0,1.0,1.0,0.22222222,2.0,14.0,0.0,0.8347273
Brc1cccc(C2=NCCCC2)c1,28,238.128,3.4221,12.36,0.0,1.0,1.0,1.0,0.36363637,2.0,13.0,0.0,0.7103376
Brc1cccc(CCc2nnc(-c3ccccn3)n2Cc2cccs2)c1,50,425.355,4.9976,43.6,0.0,4.0,6.0,4.0,0.15,4.0,26.0,0.0,0.4369139
Brc1cccc(CNC2C3C4CC5C6C4C2C6C2(OCCO2)C53)c1.Cl,46,388.305,3.0381,30.49,1.0,3.0,3.0,1.0,0.7,7.0,24.0,0.0,0.8637696
Brc1cccc(CN[C@H]2CC2c2ccccc2)n1,34,303.203,3.4898,24.92,1.0,2.0,4.0,2.0,0.26666668,3.0,18.0,0.0,0.87465185
Brc1cccc(COc2ccc(C3C[C@@H]3NCCC3CCCCC3)cc2)c1,49,428.414,6.444,21.26,1.0,2.0,8.0,2.0,0.5,4.0,27.0,0.0,0.5222164
Brc1cccc(COc2ccc3c(c2)OCCO3)c1,35,321.17,3.7993,27.69,0.0,3.0,3.0,2.0,0.2,3.0,19.0,0.0,0.8605423
Brc1cccc(COc2ccc3c(c2)OCO3)c1,35,307.143,3.7568,27.69,0.0,3.0,3.0,2.0,0.14285715,3.0,18.0,0.0,0.86398613
Brc1cccc(COc2cccc(Br)c2)c1,25,342.03,4.7906,9.23,0.0,1.0,3.0,2.0,0.07692308,2.0,16.0,0.0,0.77939326
Brc1cccc(Cn2ccc3c(N[C@H]4CCNC4)nc4ccccc4c32)c1,53,421.342,4.7741,41.88,2.0,3.0,4.0,4.0,0.22727273,5.0,27.0,0.0,0.4988032
Brc1cccc(Cn2ccc3c(N[C@H]4CCNC4)nc4ccccc4c32)c1.Cl,53,421.342,4.7741,41.88,2.0,3.0,4.0,4.0,0.22727273,5.0,27.0,0.0,0.4988032
Brc1cccc(N(CC2CC2)C2=NCCN2)c1Br,38,373.092,3.3872,27.63,1.0,3.0,3.0,1.0,0.46153846,3.0,18.0,0.0,0.8800663
Brc1cccc(N2CCN(Cc3cc4ccccn4n3)CC2)n1,43,372.27,2.814,36.67,0.0,4.0,3.0,3.0,0.29411766,4.0,23.0,0.0,0.6629504
Brc1cccc(N2CCN(Cc3cnn4ccccc34)CC2)n1,43,372.27,2.814,36.67,0.0,4.0,3.0,3.0,0.29411766,4.0,23.0,0.0,0.6629504
Brc1cccc(N2CCc3ccccc3C2)n1,31,289.176,3.4068,16.13,0.0,2.0,1.0,2.0,0.21428572,3.0,17.0,0.0,0.74791336
Brc1cccc(Nc2nc3c(N4CCCC4)ncnc3s2)c1,43,376.283,4.1926,53.94,1.0,6.0,3.0,3.0,0.26666668,4.0,22.0,0.0,0.74290806
Brc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,31,282.181,3.1109,21.26,1.0,2.0,2.0,1.0,0.53846157,3.0,16.0,0.0,0.89956796
Brc1cccc2nc(C#Cc3ccccn3)ccc12,33,309.166,3.7921,25.78,0.0,2.0,0.0,3.0,0.0,3.0,19.0,0.0,0.59047085
Brc1ccccc1/C=C1\C=C(CCN2CCOCC2)c2ccccc21,41,396.328,5.109,12.47,0.0,2.0,4.0,2.0,0.27272728,4.0,25.0,0.0,0.71238875
Brc1ccccc1CC(c1ccccc1)N1CCNCC1,34,345.284,3.6381,15.27,1.0,2.0,4.0,2.0,0.33333334,3.0,21.0,0.0,0.9102682
Brc1ccccc1CCc1nnc(-c2ccccn2)n1Cc1cccs1,46,425.355,4.9976,43.6,0.0,4.0,6.0,4.0,0.15,4.0,26.0,0.0,0.4369139
Brc1ccccc1N(CC1CC1)C1=NCCN1,36,294.196,2.6247,27.63,1.0,3.0,3.0,1.0,0.46153846,3.0,17.0,0.0,0.92774636
Brc1ccccc1Nc1c2ccccc2nc2ccccc12,27,349.231,5.8941,24.92,1.0,2.0,2.0,4.0,0.0,4.0,22.0,0.0,0.4562605
Brc1ccccc1OCC1=NCCN1,32,255.115,1.8296,33.62,1.0,3.0,3.0,1.0,0.3,2.0,14.0,0.0,0.8934467
Brc1ccccn1,16,157.998,1.8441,12.89,0.0,1.0,0.0,1.0,0.0,1.0,7.0,0.0,0.52463543
Brc1cccnc1Oc1ccc(Nc2nc3ccccc3o2)cc1,43,382.217,5.5212,60.18,1.0,5.0,4.0,4.0,0.0,4.0,24.0,0.0,0.50359017
Brc1cccnc1Oc1ccc(Nc2nc3ccccc3s2)cc1,43,398.285,5.9897,47.04,1.0,5.0,4.0,4.0,0.0,4.0,24.0,0.0,0.45880136
Brc1ccn2ncnc(NC3=NC[C@@]4(CN5CCC4CC5)O3)c12,51,377.246,1.7543,67.05,1.0,6.0,1.0,2.0,0.53333336,6.0,23.0,0.0,0.82052624
Brc1cnc2nc(N3CCC(N4CCCCC4)CC3)sc2c1,41,381.343,3.9085,32.26,0.0,5.0,2.0,2.0,0.625,4.0,22.0,0.0,0.7897704
Brc1cncc(COCC2(c3ccccc3)CCNCC2)c1,42,361.283,3.6821,34.15,1.0,3.0,5.0,2.0,0.3888889,3.0,22.0,0.0,0.8822884
Brc1cncc(N2CCCNCCC2)c1,29,270.174,2.0339,28.16,1.0,3.0,1.0,1.0,0.54545456,2.0,15.0,0.0,0.8460048
Brc1cncc(N2CC[C@@H]3CN[C@@H]3C2)c1,35,268.158,1.6422,28.16,1.0,3.0,1.0,1.0,0.54545456,3.0,15.0,0.0,0.83892906
Brc1cncc(N2CC[C@H]3CN[C@H]3C2)c1,35,268.158,1.6422,28.16,1.0,3.0,1.0,1.0,0.54545456,3.0,15.0,0.0,0.83892906
Brc1cncc(N2C[C@H]3CN[C@H]3C2)c1,32,254.131,1.2521,28.16,1.0,3.0,1.0,1.0,0.5,3.0,14.0,0.0,0.81715494
Brc1cncc(OC[C@@H]2C[C@@H]3C[C@@H]3N2)c1.Cl,36,269.142,1.9733,34.15,1.0,3.0,3.0,1.0,0.54545456,3.0,15.0,0.0,0.91057247
Brc1cncc(OC[C@@H]2C[C@H]3C[C@H]3N2)c1.O=C(O)C(O)C(O)C(=O)O,36,269.142,1.9733,34.15,1.0,3.0,3.0,1.0,0.54545456,3.0,15.0,0.0,0.91057247
Brc1cncc2c1CC[C@@H]1CNCCN21,35,268.158,1.5685,28.16,1.0,3.0,0.0,1.0,0.54545456,3.0,15.0,0.0,0.7737801
Brc1cnn2c(NCOc3cccnc3)cc(-c3ccccc3)nc12,48,396.248,4.0022,64.34,1.0,5.0,5.0,4.0,0.055555556,4.0,25.0,0.0,0.5169144
Brc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12,45,380.249,4.1659,55.11,1.0,4.0,4.0,4.0,0.055555556,4.0,24.0,0.0,0.5776234
Brc1cnn2c(NCc3cccnc3)cc(-c3ccco3)nc12,49,370.21,3.7589,68.25,1.0,5.0,4.0,4.0,0.0625,4.0,23.0,0.0,0.5925568
Brc1cnn2c(NCc3cccnc3)cc(-c3cccs3)nc12,48,386.278,4.2274,55.11,1.0,5.0,4.0,4.0,0.0625,4.0,23.0,0.0,0.5705239
Brc1cnn2c(NCc3cccnc3)cc(C3CCCCC3)nc12,49,386.297,4.5466,55.11,1.0,4.0,4.0,3.0,0.3888889,4.0,24.0,0.0,0.71508086
Brc1cnn2c(NCc3cccnc3)cc(C3CCCNC3)nc12,55,387.285,2.9659,67.14,2.0,5.0,4.0,3.0,0.3529412,4.0,24.0,0.0,0.72072464
Brc1cnn2c(NCc3cccnc3)cc(C3CCNCC3)nc12,51,387.285,2.9659,67.14,2.0,5.0,4.0,3.0,0.3529412,4.0,24.0,0.0,0.72072464
Brc1nc(OCCCN2CCCCC2)sc1-c1ccccc1,40,381.339,4.8274,25.36,0.0,4.0,6.0,2.0,0.47058824,3.0,22.0,0.0,0.6706812
Brc1ncc[nH]1,15,146.975,1.1722,28.68,1.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,0.585674
Brc1nnc(-c2ccc3[nH]cc(-c4cccc(N5CCOCC5)n4)c3c2)s1,52,442.342,4.3475,66.93,1.0,6.0,3.0,4.0,0.21052632,5.0,27.0,0.0,0.51128024
